Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73402,74997,2022-09-27 23:57:45 EDT,2022-09-27,23:57:45,Link,2,0,1,0,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/512352324230903,Milica Zavetnica čeka svojih 5 minuta...,https://www.slobodna-bosna.ba/vijest/269169/desnica_u_naletu_pretendira_li_rigidna_srbijanska_desnicharka_na_poziciju_premijerke_srbije.html,,,DESNICA U NALETU: Pretendira li rigidna srbijanska desničarka na poziciju premijerke Srbije…,"Iako postoje vidljive ideološke razlike italjanske i srpske desničarke, Đurđević Stamenkovski jedina je u široj javnosti profilisana liderka neke desne opcije. ... - DESNICA U NALETU: Pretendira li rigidna srbijanska desničarka na poziciju premijerke Srbije… | Slobodna Bosna",,,,-12
Dnevni avaz,dnevniavaz,191666960908858,MEDIA_NEWS_COMPANY,BA,"https://avaz.ba - Najtiražniji i najutjecajniji printani i internet medij u Bosni i Hercegovini. Najnovije vijesti iz BiH, regiona i svijeta. Avaz ide prvi.",2011-10-25 10:12:47,700700,724318,2022-09-27 23:55:10 EDT,2022-09-27,23:55:10,Link,204,151,29,11,0,2,9,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/191666960908858/posts/5574375315971302,NA KIOSCIMA ŠIROM BIH / Pripadnici MUP-a KS uhapsili su preksinoć u Sarajevu policijskog službenika ove uprave Adisa Prašovića. Sumnjiči se da je počinio krivično djelo povreda tajnosti postupaka i pomoć učinitelju poslije učinjenog krivičnog djela,https://avaz.ba/vijesti/bih/775299/u-danasnjem-broju-dnevnog-avaza-citajte-padaju-policajci-zbog-skya,,,"U današnjem broju ""Dnevnog avaza"" čitajte: Padaju policajci zbog Skya","U današnjem ""Dnevnog avaza"" najtiražnijeg dnevnog lista čitajte: Padaju policajci zbog Skya.",,,,1.76
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73402,74997,2022-09-27 23:49:31 EDT,2022-09-27,23:49:31,Link,24,20,1,1,0,1,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/512346114231524,"Oružje je dio veće, više od 15 milijardi dolara vrijedne američke sigurnosne pomoći Ukrajini od početka ruske invazije 24. februara, prema američkoj vladi.",https://www.slobodna-bosna.ba/vijest/269168/lose_vijesti_za_ruske_agresore_amerikanci_otkrili_kada_pochinje_isporuku_mocnih_protuzrachnih_sistema_ukrajini.html,,,LOŠE VIJESTI ZA RUSKE AGRESORE: Amerikanci otkrili kada počinje isporuku moćnih protuzračnih sistema Ukrajini...,"Oružje je dio veće, više od 15 milijardi dolara vrijedne američke sigurnosne pomoći Ukrajini od početka ruske invazije 24. februara, prema američkoj vladi. ... - LOŠE VIJESTI ZA RUSKE AGRESORE: Amerikanci otkrili kada počinje isporuku moćnih protuzračnih sistema Ukrajini... | Slobodna Bos...",,,,1
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73402,74997,2022-09-27 23:38:03 EDT,2022-09-27,23:38:03,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/512338714232264,Iza sebe je ostavio brojne potomke...,https://www.slobodna-bosna.ba/vijest/269167/mocni_vladar_bio_je_brutalni_ubica_ubio_je_rodjenog_brata_okrutno_muchio_neprijatelje_no_ostat_ce_upamcen_kao_veliki_zavodnik_kroz_chiji_krevet_su_prosle_brojne_ljubavnice.html,,,"MOĆNI VLADAR BIO JE BRUTALNI UBICA: Ubio je rođenog brata, okrutno mučio neprijatelje, no, ostat će upamćen kao veliki zavodnik kroz čiji krevet su prošle brojne ljubavnice…","'Slobodna Bosna' nastavlja serijal iz povijesti. ... - MOĆNI VLADAR BIO JE BRUTALNI UBICA: Ubio je rođenog brata, okrutno mučio neprijatelje, no, ostat će upamćen kao veliki zavodnik kroz čiji krevet su prošle brojne ljubavnice… | Slobodna Bosna",,,,-12
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73402,74997,2022-09-27 23:28:12 EDT,2022-09-27,23:28:12,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/512331470899655,Smijeh je lijek :),https://www.slobodna-bosna.ba/vijest/269166/vic_dana_mujo_i_fata_leze_u_krevetu_a_onda_on_iznenada_spomenu_seks.html,,,"VIC DANA: Mujo i Fata leže u krevetu, a onda on iznenada spomenu seks…","Nasmijte se uz naš odabir vica dana! ... - VIC DANA: Mujo i Fata leže u krevetu, a onda on iznenada spomenu seks… | Slobodna Bosna",,,,-48
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73402,74997,2022-09-27 23:18:47 EDT,2022-09-27,23:18:47,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/512325700900232,BiH doznala potencijalne protivnike u kvalifikacijama za Euro...,https://www.slobodna-bosna.ba/vijest/269165/tenzije_na_terenu_i_na_tribinama_zmajevi_saznali_potencijalne_protivnike_u_barazu_za_evropsko_prvenstvo_jedna_utakmica_budi_bolna_sjecanja.html,,,"TENZIJE NA TERENU I NA TRIBINAMA: Zmajevi saznali potencijalne protivnike u baražu za Evropsko prvenstvo, jedna utakmica budi bolna sjećanja…","Ukupno će biti deset kvalifikacionih grupa od kojih je sedam grupa sa pet selekcija, te tri grupa te tri grupe sa šest selekcija. ... - TENZIJE NA TERENU I NA TRIBINAMA: Zmajevi saznali potencijalne protivnike u baražu za Evropsko prvenstvo, jedna utakmica budi bolna sjećanja… | Slobodna Bosna",,,,-24
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73402,74997,2022-09-27 23:08:47 EDT,2022-09-27,23:08:47,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/512311520901650,Septembar donosi nova iznenađenja...,https://www.slobodna-bosna.ba/vijest/269164/stize_nova_promjena_vremena_donosimo_prognozu_za_narednih_nekoliko_dana.html,,,STIŽE NOVA PROMJENA VREMENA: Donosimo prognozu za narednih nekoliko dana,Danas u Bosni i Hercegovini djelomično vedro. ... - STIŽE NOVA PROMJENA VREMENA: Donosimo prognozu za narednih nekoliko dana | Slobodna Bosna,,,,-48
ALO Online BA,ALOONLINE.BA,102427898815672,NEWS_SITE,BA,"Najbrže rastući portal u Bosni i Hercegovini
",2021-08-10 11:53:10,11398,11909,2022-09-27 23:00:09 EDT,2022-09-27,23:00:09,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/102427898815672/posts/192872146437913,Ups!,https://aloonline.ba/poznati/ana-dozivela-nezgodu-sa-bujnim-poprsjem/,,,"OVAJ PRIZOR JE PROPUSTIO! Ana doživjela nezgodu sa bujnim poprsjem, Marković ostao zatečen! (VIDEO)","Marko Marković i Ana Spavojević stigli su hotel i obavljali posljednje pripreme za spavanje. Ani se ovom prilikom desila nepredviđena situacija. Kako ću glavu da ti otkinem na spavanju dečko, nisi ni svjestan – rekla je Ana. Treba imatiu mu*a za to. Ne možeš na Rusiju – rekao je Marko. Sv...",,,,-42
Oslobodjenje,oslobodjenjeba,162926690478548,NEWS_SITE,BA,"Oficijelna Facebook stranica medijske grupacije Oslobođenje.
",2012-01-03 01:21:34,189032,204991,2022-09-27 23:00:07 EDT,2022-09-27,23:00:07,Link,4,2,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/162926690478548/posts/5131412236963277,Ovaj sočan i ukusan kolač sa makom i čokoladom priprema se brzo i jednostavno,https://www.oslobodjenje.ba/magazin/zivot/hrana-i-pice/recept-kocke-sa-makom-i-cokoladom-794306,,,Recept: Kocke sa makom i čokoladom,--- • 4 jaja • 4 kašike maka • 6 kašika brašna • 8 kašika ulja • 8 kašika šećera • 1 prašak za pecivo • 2 vanilin-šećera • 1 kašičica rendane kore limuna Za prelje...,,,,-14.75
ALO Online BA,ALOONLINE.BA,102427898815672,NEWS_SITE,BA,"Najbrže rastući portal u Bosni i Hercegovini
",2021-08-10 11:53:10,11398,11909,2022-09-27 22:00:10 EDT,2022-09-27,22:00:10,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/102427898815672/posts/192866146438513,Napad je najbolja odbrana,https://aloonline.ba/poznati/zorica-markovic-pile/,,,"""MRŠ U PI*KU MATERINU, NAJE*AĆEŠ ZBOG OVOGA"" Zorica Marković na ""optuženičkoj klupi"" - tvrde da je ukrala ovo",Milan Milošević dao je riječ Mikici Bojaniću povodom krađe pileta koje je Miki htio da spremi za ručak.,,,,-42
