Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73491,74982,2022-09-13 23:38:51 EDT,2022-09-13,23:38:51,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/499549722177830,Smijeh je lijek :),https://www.slobodna-bosna.ba/vijest/267120/vic_dana_zena_na_pijaci_prodavala_jabuke_za_srbe_i_hrvate_a_onda_je_naisao_mujo.html,,,"VIC DANA: Žena na pijaci prodavala jabuke za Srbe i Hrvate, a onda je naišao Mujo…","Nasmijte se uz naš odabir vica dana! ... - VIC DANA: Žena na pijaci prodavala jabuke za Srbe i Hrvate, a onda je naišao Mujo… | Slobodna Bosna",,,,-74
Oslobodjenje,oslobodjenjeba,162926690478548,NEWS_SITE,BA,"Oficijelna Facebook stranica medijske grupacije Oslobođenje.
",2012-01-03 01:21:34,188840,204626,2022-09-13 23:30:00 EDT,2022-09-13,23:30:00,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/162926690478548/posts/5092206477550520,Vlaga predstavlja veliki problem u našem domu te može izazvati brojne zdravstvene probleme,https://www.oslobodjenje.ba/magazin/zanimljivosti/za-ugodan-zivot-kucne-biljke-koje-prociscavaju-zrak-i-sprjecavaju-nastanak-vlage-792262,,,Za ugodan život: Kućne biljke koje pročišćavaju zrak i sprječavaju nastanak vlage,Vlaga predstavlja veliki problem u našem domu te može izazvati brojne zdravstvene probleme,,,,-53
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73491,74982,2022-09-13 23:24:20 EDT,2022-09-13,23:24:20,Link,1,0,0,0,0,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/499541632178639,Snimke sa stadiona obišle svijet...,https://www.slobodna-bosna.ba/vijest/267119/skandalozni_snimci_iz_francuske_neredi_na_utakmici_lige_prvaka_njemachki_navijachi_nacistichki_pozdravljali.html,,,"SKANDALOZNI SNIMCI IZ FRANCUSKE: Neredi na utakmici Lige prvaka, njemački navijači nacistički pozdravljali…","Prve bengalke bačene su s parkirališta na kojem je smješteno više od 3.000 njemačkih navijača u smjeru North Benda, gdje se okupljaju najvatreniji navijači OM-a. ... - SKANDALOZNI SNIMCI IZ FRANCUSKE: Neredi na utakmici Lige prvaka, njemački navijači nacistički pozdravljali… | Slobodna B...",,,,-37
Slobodna Bosna,SlobodnaBosna,100063684206728,NEWS_SITE,BA,"Nezavisna informativna revija

www.slobodna-bosna.ba",2011-03-16 12:19:16,73491,74982,2022-09-13 23:18:39 EDT,2022-09-13,23:18:39,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063684206728/posts/499538818845587,Ljeto je na izmaku...,https://www.slobodna-bosna.ba/vijest/267118/pripremite_se_za_potop_jos_danas_uzivamo_u_suncu_ochekuje_se_grmljavinsko_nevrijeme.html,,,"PRIPREMITE SE ZA POTOP: Još danas uživamo u suncu, očekuje se grmljavinsko nevrijeme…","Danas u Bosni i Hercegovini pretežno sunčano vrijeme. ... - PRIPREMITE SE ZA POTOP: Još danas uživamo u suncu, očekuje se grmljavinsko nevrijeme… | Slobodna Bosna",,,,-18.5
ALO Online BA,ALOONLINE.BA,102427898815672,NEWS_SITE,BA,"Najbrže rastući portal u Bosni i Hercegovini
",2021-08-10 11:53:10,11389,11905,2022-09-13 23:00:06 EDT,2022-09-13,23:00:06,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/102427898815672/posts/190610303330764,O nevoljama u porodičnom raju počelo se pisati kad je manekenka pokupila stvari i s njihovog imanja,https://aloonline.ba/poznati/najljepsa-zena-svijeta-jednim-potezom-potvrdila-glasine-o-razvodu/,,,NEVOLJE U RAJU Najljepša žena svijeta jednim potezom potvrdila glasine o razvodu,"On je živuća legenda američkog sporta, najuspješniji igrač američkog fudbala u istoriji, pa je odluka 45-godišnjeg Toma Brejdija da usprkos visokoj životnoj dobi za profesionalnog sportistu nastavi karijeru oduševila milione njegovih fanova i obožavalaca. Ali ne i njegovu dosad najvatrenij...",,,,-50
Oslobodjenje,oslobodjenjeba,162926690478548,NEWS_SITE,BA,"Oficijelna Facebook stranica medijske grupacije Oslobođenje.
",2012-01-03 01:21:34,188840,204626,2022-09-13 23:00:01 EDT,2022-09-13,23:00:01,Link,513,32,254,0,0,2,216,1,7,1,,-,0,0,0,N/A,https://www.facebook.com/162926690478548/posts/5092213344216500,Kandidat DNS-a za člana Predsjedništva BiH najavio je izgradnju hiljadu stanova za mlade širom RS-a i prosječne plate od 2.000 KM,https://www.oslobodjenje.ba/vijesti/bih/nesicev-predizborni-plan-prosjecna-plata-od-2-000-km-zaposljavanje-10-000-mladih-792170,,,"Nešićev predizborni plan: Prosječna plata od 2.000 KM, zapošljavanje 10.000 mladih...",Kandidat DNS-a za člana Predsjedništva BiH najavio je izgradnju hiljadu stanova za mlade širom RS-a i prosječne plate od 2.000 KM,,,,9.87
Oslobodjenje,oslobodjenjeba,162926690478548,NEWS_SITE,BA,"Oficijelna Facebook stranica medijske grupacije Oslobođenje.
",2012-01-03 01:21:34,188840,204626,2022-09-13 22:30:00 EDT,2022-09-13,22:30:00,Link,213,96,104,3,5,0,2,2,0,1,,-,0,0,0,N/A,https://www.facebook.com/162926690478548/posts/5092241214213713,Sramotna izjava hrvatskog predsjednika,https://www.oslobodjenje.ba/vijesti/bih/islamska-zajednica-u-bih-osudila-milanovicevo-negiranje-genocida-u-srebrenici-792375,,,Islamska zajednica u BiH osudila Milanovićevo negiranje genocida u Srebrenici,"Islamska zajednica poziva sve međunarodne faktore, a naročito zvaničnike Evropske unije i njenih članica, da nedvosmisleno osude ovaj sramni čin",,,,4.02
Poskok Online,Poskok.info,161803222339,NEWS_SITE,HR,Poskok Online je facebook inačica portala Poskok.Info: https://poskok.info,2009-10-22 14:00:45,34435,49246,2022-09-13 22:12:28 EDT,2022-09-13,22:12:28,Link,33,3,15,0,0,0,15,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/161803222339/posts/10160416942032340,"Povodom negiranja genocida u Srebrenici predsjednika Hrvatske Zorana Milanovića, oglasio se Damir Arnaut iz Naše stranke. „Podsjećamo da smo 21. marta 2021. tražili da se Zorana Milanovića proglasi personom non grata u Bosni i Hercegovini.",https://poskok.info/nakon-suljagica-reagirao-i-damir-arnaut-za-nas-je-milanovic-persona-non-grata/?no_cache=1663121548,,,"Nakon Suljagića, reagirao i Damir Arnaut: Za nas je Milanović persona non grata","Povodom negiranja genocida u Srebrenici predsjednika Hrvatske Zorana Milanovića, oglasio se Damir Arnaut iz Naše stranke. „Podsjećamo da smo 21. m",,,,-1.15
Poskok Online,Poskok.info,161803222339,NEWS_SITE,HR,Poskok Online je facebook inačica portala Poskok.Info: https://poskok.info,2009-10-22 14:00:45,34435,49246,2022-09-13 22:03:49 EDT,2022-09-13,22:03:49,Link,21,0,14,0,0,0,7,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/161803222339/posts/10160416933832340,"Islamska zajednica (IZ) u Bosni i Hercegovini najoštrije je osudila negiranje genocida u Srebrenici kojeg je, u prisustvu najviših državnih zvaničnika uključenih u rad samita Procesa Brdo - Brijuni u Sloveniji izrekao predsjednik Hrvatske Zoran Milanović.",https://poskok.info/islamska-zajednica-u-bih-ostro-osudila-milanovicevo-misljenje-sto-je-to-genocid-po-definiciji/?no_cache=1663121029,,,Islamska zajednica u BiH oštro osudila Milanovićevo mišljenje što je to genocid po definiciji,"Islamska zajednica (IZ) u Bosni i Hercegovini najoštrije je osudila negiranje genocida u Srebrenici kojeg je, u prisustvu najviših državnih zvaničnika uklju",,,,-1.81
Poskok Online,Poskok.info,161803222339,NEWS_SITE,HR,Poskok Online je facebook inačica portala Poskok.Info: https://poskok.info,2009-10-22 14:00:45,34435,49246,2022-09-13 22:03:36 EDT,2022-09-13,22:03:36,Link,16,11,5,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/161803222339/posts/10160416933652340,"Što je ovo što vidite u tekstu: Tko s ciljem da potpuno ili djelomice uništi neku nacionalnu, etničku, rasnu ili vjersku skupinu zapovijedi da se članovi skupine ubijaju ili da im se nanose teške tjelesne ozljede ili da im se teško narušava tjelesno ili duševno zdravlje, ili da se pučanstvo",https://poskok.info/dakle-zasto-turska-jos-uvijek-nije-optuzena-za-genocid-u-bih/?no_cache=1663121016,,,Dakle zašto Turska još uvijek nije optužena za genocid u BIH?,"Što je ovo što vidite u tekstu: Tko s ciljem da potpuno ili djelomice uništi neku nacionalnu, etničku, rasnu ili vjersku skupinu zapovijedi da se članovi",,,,-2.38
